lon lat veast_eu vnorth_eu seast snorth covassumed0 types names studies
104.48000 34.85000 36.14373 -5.89909 0.69731 0.87666 0 GNSS g119 hao19(hao19)_hao21(hao21)_kreemer14(Liang_JGR_2013)_kreemer14(Shen_PersComm_2013)_li17(li17)_li18(wang17)_li21(li21)_pan20(pan20)_wang17(wang17)_xiong21(xiong21)_zhao17(zhao17)_zheng17(zheng17)
104.50500 40.73900 30.39607 -6.82275 0.43214 0.46540 0 GNSS g042 hao19(hao19)_hao21(hao21)_kreemer14(Liang_JGR_2013)_kreemer14(Shen_PersComm_2013)_li18(wang17)_pan20(pan20)_wang17(wang17)_wangshen20(wangshen20)_xiong21(xiong21)_zhao17(zhao17)_zheng17(zheng17)
85.53800 38.08100 27.72011 9.60646 0.55136 0.80384 0 GNSS i036_jb46 dzwang20(dzwang20)_hao19(hao19)_kreemer14(Liang_JGR_2013)_kreemer14(Shen_PersComm_2013)_li18(li18)_li18(wang17)_pan19(pan19)_wang17(wang17)_wangshen20(wangshen20)_xiong21(xiong21)_zheng17(zheng17)
95.80100 40.51400 30.09280 -0.89033 0.57341 0.46484 0 GNSS g126_jb28 dzwang20(dzwang20)_hao19(hao19)_kreemer14(Liang_JGR_2013)_kreemer14(Shen_PersComm_2013)_li18(wang17)_pan20(pan20)_wang17(wang17)_wangshen20(wangshen20)_xiong21(xiong21)_zheng17(zheng17)
84.24500 41.78000 30.88709 11.24199 0.48360 0.63560 0 GNSS i056 dzwang20(dzwang20)_dzwang24(dzwang24)_hao19(hao19)_kreemer14(Shen_PersComm_2013)_li18(wang17)_pan19(pan19)_wang17(wang17)_wangshen20(wangshen20)_xiong21(xiong21)_zheng17(zheng17)
106.03400 30.80400 33.74744 -9.52101 0.61937 0.58144 0 GNSS f071_jb24 gan22(Cmonoc_I)_hao19(hao19)_kreemer14(Liang_JGR_2013)_kreemer14(Shen_PersComm_2013)_wang17(wang17)_wang22(wang22)_wangshen20(wangshen20)_xiong21(xiong21)_zheng17(zheng17)
102.57700 24.37500 30.95476 -16.55050 1.24998 0.95168 0 GNSS h149 gan22(Cmonoc_I)_hao19(hao19)_kreemer14(Liang_JGR_2013)_kreemer14(Shen_PersComm_2013)_wang17(wang17)_wang22(wang22)_wangshen20(wangshen20)_xiong21(xiong21)_zheng17(zheng17)
100.09400 25.97900 30.37062 -18.27413 1.38919 0.97812 0 GNSS h124 gan22(Cmonoc_I)_hao19(hao19)_kreemer14(Liang_JGR_2013)_kreemer14(Shen_PersComm_2013)_wang17(wang17)_wang22(wang22)_wangshen20(wangshen20)_xiong21(xiong21)_zheng17(zheng17)
99.91800 22.55400 27.31076 -9.53292 0.97283 0.74059 0 GNSS h226_jb42 gan22(Cmonoc_I)_hao19(hao19)_kreemer14(Liang_JGR_2013)_kreemer14(Shen_PersComm_2013)_wang17(wang17)_wang22(wang22)_wangshen20(wangshen20)_xiong21(xiong21)_zheng17(zheng17)
99.29300 27.18000 32.79816 -16.41592 0.92079 0.85290 0 GNSS h196 gan22(Cmonoc_I)_hao19(hao19)_kreemer14(Liang_JGR_2013)_kreemer14(Shen_PersComm_2013)_wang17(wang17)_wang22(wang22)_wangshen20(wangshen20)_xiong21(xiong21)_zheng17(zheng17)
98.81500 25.98700 29.67539 -13.94638 0.87345 0.72457 0 GNSS h203 gan22(Cmonoc_I)_hao19(hao19)_kreemer14(Liang_JGR_2013)_kreemer14(Shen_PersComm_2013)_wang17(wang17)_wang22(wang22)_wangshen20(wangshen20)_xiong21(xiong21)_zheng17(zheng17)
75.08600 43.37900 27.61727 3.19506 0.79978 1.01736 0 GNSS kur4_urd1 dzwang20(zheng17)_dzwang24(Zubovich_Tectonics_2010)_kreemer14(Zubovich_Tectonics_2010)_li18(wang17)_rui19(Zubovich_Tectonics_2010)_wang17(wang17)
70.94000 42.78300 26.96570 3.19395 0.97276 0.89350 0 GNSS kta4_ktau dzwang24(Zubovich_Tectonics_2010)_kreemer14(Zubovich_Tectonics_2010)_li18(wang17)_rui19(Zubovich_Tectonics_2010)_wang17(wang17)
102.83600 23.22400 32.85272 -11.45652 1.10181 0.84209 0 GNSS h166 gan22(Cmonoc_I)_hao19(hao19)_kreemer14(Liang_JGR_2013)_kreemer14(Shen_PersComm_2013)_wang17(wang17)_wang22(wang22)_wangshen20(wangshen20)_xiong21(xiong21)_zheng17(zheng17)
97.95600 34.40000 47.76525 0.99015 1.28518 1.14671 0 GNSS j400 diao19(diao19)_dzwang20(dzwang20)_hao19(hao19)_kreemer14(Liang_JGR_2013)_li18(wang17)_wang17(wang17)_wangshen20(wangshen20)_xiong21(xiong21)_zheng17(zheng17)
93.62600 42.81000 31.80730 0.98452 0.38997 0.75541 0 GNSS i005_jb43 dzwang20(dzwang20)_hao19(hao19)_kreemer14(Shen_PersComm_2013)_li18(wang17)_pan19(pan19)_wang17(wang17)_wangshen20(wangshen20)_xiong21(xiong21)_zheng17(zheng17)
84.33400 43.65200 30.95980 5.75871 0.41168 0.62290 0 GNSS i045 dzwang20(dzwang20)_hao19(hao19)_kreemer14(Shen_PersComm_2013)_li18(wang17)_pan19(pan19)_wang17(wang17)_wangshen20(wangshen20)_xiong21(xiong21)_zheng17(zheng17)
77.19200 32.31700 27.31190 25.31707 1.01083 2.76283 0 GNSS kot1_koth kreemer14(Banerjee_GRL_2008)_li18(wang17)_rui19(Banerjee_GRL_2008)_wang17(wang17)_zhang24(wang21)
89.33900 38.11000 35.13926 7.82624 1.09809 0.99393 0 GNSS g333 dzwang20(dzwang20)_kreemer14(Liang_JGR_2013)_li18(wang17)_pan19(pan19)_wang17(wang17)_wangshen20(wangshen20)_xiong21(xiong21)_zheng17(zheng17)
102.15300 24.67600 30.31857 -16.85594 0.70723 0.63628 0 GNSS h145 gan22(Cmonoc_I)_hao19(hao19)_kreemer14(Shen_PersComm_2013)_wang17(wang17)_wang22(wang22)_wangshen20(wangshen20)_xiong21(xiong21)_zheng17(zheng17)
101.57300 24.98500 29.91017 -16.32173 1.10595 0.80389 0 GNSS h136 gan22(Cmonoc_I)_hao19(hao19)_kreemer14(Shen_PersComm_2013)_wang17(wang17)_wang22(wang22)_wangshen20(wangshen20)_xiong21(xiong21)_zheng17(zheng17)
