lon lat veast_eu vnorth_eu seast snorth covassumed0 types names studies
104.48000 34.85000 7.87358 0.74217 0.69731 0.87666 0 GNSS g119 hao19(hao19)_hao21(hao21)_kreemer14(Liang_JGR_2013)_kreemer14(Shen_PersComm_2013)_li17(li17)_li18(wang17)_li21(li21)_pan20(pan20)_wang17(wang17)_xiong21(xiong21)_zhao17(zhao17)_zheng17(zheng17)
104.50500 40.73900 2.37944 -0.17484 0.43214 0.46540 0 GNSS g042 hao19(hao19)_hao21(hao21)_kreemer14(Liang_JGR_2013)_kreemer14(Shen_PersComm_2013)_li18(wang17)_pan20(pan20)_wang17(wang17)_wangshen20(wangshen20)_xiong21(xiong21)_zhao17(zhao17)_zheng17(zheng17)
85.53800 38.08100 -1.26550 10.93626 0.55136 0.80384 0 GNSS i036_jb46 dzwang20(dzwang20)_hao19(hao19)_kreemer14(Liang_JGR_2013)_kreemer14(Shen_PersComm_2013)_li18(li18)_li18(wang17)_pan19(pan19)_wang17(wang17)_wangshen20(wangshen20)_xiong21(xiong21)_zheng17(zheng17)
95.80100 40.51400 1.52375 3.37297 0.57341 0.46484 0 GNSS g126_jb28 dzwang20(dzwang20)_hao19(hao19)_kreemer14(Liang_JGR_2013)_kreemer14(Shen_PersComm_2013)_li18(wang17)_pan20(pan20)_wang17(wang17)_wangshen20(wangshen20)_xiong21(xiong21)_zheng17(zheng17)
84.24500 41.78000 2.04412 12.19721 0.48360 0.63560 0 GNSS i056 dzwang20(dzwang20)_dzwang24(dzwang24)_hao19(hao19)_kreemer14(Shen_PersComm_2013)_li18(wang17)_pan19(pan19)_wang17(wang17)_wangshen20(wangshen20)_xiong21(xiong21)_zheng17(zheng17)
106.03400 30.80400 5.57127 -2.46850 0.61937 0.58144 0 GNSS f071_jb24 gan22(Cmonoc_I)_hao19(hao19)_kreemer14(Liang_JGR_2013)_kreemer14(Shen_PersComm_2013)_wang17(wang17)_wang22(wang22)_wangshen20(wangshen20)_xiong21(xiong21)_zheng17(zheng17)
102.57700 24.37500 2.88336 -10.41946 1.24998 0.95168 0 GNSS h149 gan22(Cmonoc_I)_hao19(hao19)_kreemer14(Liang_JGR_2013)_kreemer14(Shen_PersComm_2013)_wang17(wang17)_wang22(wang22)_wangshen20(wangshen20)_xiong21(xiong21)_zheng17(zheng17)
100.09400 25.97900 2.08013 -12.81892 1.38919 0.97812 0 GNSS h124 gan22(Cmonoc_I)_hao19(hao19)_kreemer14(Liang_JGR_2013)_kreemer14(Shen_PersComm_2013)_wang17(wang17)_wang22(wang22)_wangshen20(wangshen20)_xiong21(xiong21)_zheng17(zheng17)
99.91800 22.55400 -0.71183 -4.12601 0.97283 0.74059 0 GNSS h226_jb42 gan22(Cmonoc_I)_hao19(hao19)_kreemer14(Liang_JGR_2013)_kreemer14(Shen_PersComm_2013)_wang17(wang17)_wang22(wang22)_wangshen20(wangshen20)_xiong21(xiong21)_zheng17(zheng17)
99.29300 27.18000 4.40120 -11.18097 0.92079 0.85290 0 GNSS h196 gan22(Cmonoc_I)_hao19(hao19)_kreemer14(Liang_JGR_2013)_kreemer14(Shen_PersComm_2013)_wang17(wang17)_wang22(wang22)_wangshen20(wangshen20)_xiong21(xiong21)_zheng17(zheng17)
98.81500 25.98700 1.33301 -8.84337 0.87345 0.72457 0 GNSS h203 gan22(Cmonoc_I)_hao19(hao19)_kreemer14(Liang_JGR_2013)_kreemer14(Shen_PersComm_2013)_wang17(wang17)_wang22(wang22)_wangshen20(wangshen20)_xiong21(xiong21)_zheng17(zheng17)
75.08600 43.37900 -1.07908 1.49418 0.79978 1.01736 0 GNSS kur4_urd1 dzwang20(zheng17)_dzwang24(Zubovich_Tectonics_2010)_kreemer14(Zubovich_Tectonics_2010)_li18(wang17)_rui19(Zubovich_Tectonics_2010)_wang17(wang17)
70.94000 42.78300 -1.66061 0.30096 0.97276 0.89350 0 GNSS kta4_ktau dzwang24(Zubovich_Tectonics_2010)_kreemer14(Zubovich_Tectonics_2010)_li18(wang17)_rui19(Zubovich_Tectonics_2010)_wang17(wang17)
102.83600 23.22400 4.88439 -5.25563 1.10181 0.84209 0 GNSS h166 gan22(Cmonoc_I)_hao19(hao19)_kreemer14(Liang_JGR_2013)_kreemer14(Shen_PersComm_2013)_wang17(wang17)_wang22(wang22)_wangshen20(wangshen20)_xiong21(xiong21)_zheng17(zheng17)
97.95600 34.40000 19.11928 5.85518 1.28518 1.14671 0 GNSS j400 diao19(diao19)_dzwang20(dzwang20)_hao19(hao19)_kreemer14(Liang_JGR_2013)_li18(wang17)_wang17(wang17)_wangshen20(wangshen20)_xiong21(xiong21)_zheng17(zheng17)
93.62600 42.81000 3.28572 4.63440 0.38997 0.75541 0 GNSS i005_jb43 dzwang20(dzwang20)_hao19(hao19)_kreemer14(Shen_PersComm_2013)_li18(wang17)_pan19(pan19)_wang17(wang17)_wangshen20(wangshen20)_xiong21(xiong21)_zheng17(zheng17)
84.33400 43.65200 2.24391 6.73974 0.41168 0.62290 0 GNSS i045 dzwang20(dzwang20)_hao19(hao19)_kreemer14(Shen_PersComm_2013)_li18(wang17)_pan19(pan19)_wang17(wang17)_wangshen20(wangshen20)_xiong21(xiong21)_zheng17(zheng17)
77.19200 32.31700 -1.69182 24.22554 1.01083 2.76283 0 GNSS kot1_koth kreemer14(Banerjee_GRL_2008)_li18(wang17)_rui19(Banerjee_GRL_2008)_wang17(wang17)_zhang24(wang21)
89.33900 38.11000 6.23104 10.25251 1.09809 0.99393 0 GNSS g333 dzwang20(dzwang20)_kreemer14(Liang_JGR_2013)_li18(wang17)_pan19(pan19)_wang17(wang17)_wangshen20(wangshen20)_xiong21(xiong21)_zheng17(zheng17)
102.15300 24.67600 2.20626 -10.83953 0.70723 0.63628 0 GNSS h145 gan22(Cmonoc_I)_hao19(hao19)_kreemer14(Shen_PersComm_2013)_wang17(wang17)_wang22(wang22)_wangshen20(wangshen20)_xiong21(xiong21)_zheng17(zheng17)
101.57300 24.98500 1.75035 -10.46265 1.10595 0.80389 0 GNSS h136 gan22(Cmonoc_I)_hao19(hao19)_kreemer14(Shen_PersComm_2013)_wang17(wang17)_wang22(wang22)_wangshen20(wangshen20)_xiong21(xiong21)_zheng17(zheng17)
99.83400 23.04500 0.10404 -7.65457 1.11647 1.01042 0 GNSS h222 gan22(Cmonoc_I)_hao19(hao19)_kreemer14(Shen_PersComm_2013)_wang17(wang17)_wang22(wang22)_wangshen20(wangshen20)_xiong21(xiong21)_zheng17(zheng17)
99.45400 22.73800 -0.39307 -6.52672 0.83280 0.93459 0 GNSS h225 gan22(Cmonoc_I)_hao19(hao19)_kreemer14(Shen_PersComm_2013)_wang17(wang17)_wang22(wang22)_wangshen20(wangshen20)_xiong21(xiong21)_zheng17(zheng17)
99.26000 23.13500 -2.75506 -4.55604 0.73027 0.69642 0 GNSS h223 gan22(Cmonoc_I)_hao19(hao19)_kreemer14(Shen_PersComm_2013)_wang17(wang17)_wang22(wang22)_wangshen20(wangshen20)_xiong21(xiong21)_zheng17(zheng17)
114.68400 36.43900 4.02930 -1.74945 0.66058 0.60694 0 GNSS c030 hao19(hao19)_hao21(hao21)_kreemer14(Shen_PersComm_2013)_wang17(wang17)_wangshen20(wangshen20)_xiong21(xiong21)_zhao17(zhao17)_zheng17(zheng17)
114.65000 38.33200 3.15002 -1.90413 0.50820 0.54338 0 GNSS c006 hao19(hao19)_hao21(hao21)_kreemer14(Shen_PersComm_2013)_wang17(wang17)_wangshen20(wangshen20)_xiong21(xiong21)_zhao17(zhao17)_zheng17(zheng17)
114.35650 38.02800 3.30952 -2.45232 0.66511 0.71647 0 GNSS c016 hao19(hao19)_hao21(hao21)_kreemer14(Shen_PersComm_2013)_wang17(wang17)_wangshen20(wangshen20)_xiong21(xiong21)_zhao17(zhao17)_zheng17(zheng17)
113.86400 34.02800 4.54893 -2.34004 0.55619 0.62309 0 GNSS c053 hao19(hao19)_hao21(hao21)_kreemer14(Shen_PersComm_2013)_wang17(wang17)_wangshen20(wangshen20)_xiong21(xiong21)_zhao17(zhao17)_zheng17(zheng17)
113.73900 39.29300 3.68363 -1.59856 0.59043 0.66421 0 GNSS a038 hao19(hao19)_hao21(hao21)_kreemer14(Shen_PersComm_2013)_wang17(wang17)_wangshen20(wangshen20)_xiong21(xiong21)_zhao17(zhao17)_zheng17(zheng17)
113.31200 32.75100 5.21521 -3.07559 0.56584 0.60464 0 GNSS c059 hao19(hao19)_hao21(hao21)_kreemer14(Shen_PersComm_2013)_wang17(wang17)_wangshen20(wangshen20)_xiong21(xiong21)_zhao17(zhao17)_zheng17(zheng17)
113.21200 35.26800 4.41020 -2.35847 0.41620 0.45742 0 GNSS c047 hao19(hao19)_hao21(hao21)_kreemer14(Shen_PersComm_2013)_wang17(wang17)_wangshen20(wangshen20)_xiong21(xiong21)_zhao17(zhao17)_zheng17(zheng17)
112.40500 34.70300 5.08752 -2.24584 0.46356 0.54890 0 GNSS c052 hao19(hao19)_hao21(hao21)_kreemer14(Shen_PersComm_2013)_wang17(wang17)_wangshen20(wangshen20)_xiong21(xiong21)_zhao17(zhao17)_zheng17(zheng17)
111.47500 33.28000 4.53654 -2.20465 0.64267 0.49790 0 GNSS c060 hao19(hao19)_hao21(hao21)_kreemer14(Shen_PersComm_2013)_wang17(wang17)_wangshen20(wangshen20)_xiong21(xiong21)_zhao17(zhao17)_zheng17(zheng17)
111.20600 40.26600 3.02761 -0.64075 0.45284 0.91273 0 GNSS d009 hao19(hao19)_hao21(hao21)_kreemer14(Shen_PersComm_2013)_wang17(wang17)_wangshen20(wangshen20)_xiong21(xiong21)_zhao17(zhao17)_zheng17(zheng17)
111.15100 34.75400 5.70318 -1.92853 0.43678 0.56073 0 GNSS d037 hao19(hao19)_hao21(hao21)_kreemer14(Shen_PersComm_2013)_wang17(wang17)_wangshen20(wangshen20)_xiong21(xiong21)_zhao17(zhao17)_zheng17(zheng17)
109.97378 41.76472 1.94893 -1.26593 0.47215 0.46539 0 GNSS d040_nc04 hao19(hao19)_hao21(hao21)_kreemer14(Shen_PersComm_2013)_wang17(wang17)_wangshen20(wangshen20)_xiong21(xiong21)_zhao17(zhao17)_zheng17(zheng17)
106.83100 22.10700 5.19815 -2.45188 0.81574 0.70346 0 GNSS f079_jb26 gan22(Cmonoc_I)_hao19(hao19)_kreemer14(Liang_JGR_2013)_kreemer14(Shen_PersComm_2013)_wang17(wang17)_wangshen20(wangshen20)_xiong21(xiong21)_zheng17(zheng17)
