lon lat veast_eu vnorth_eu vup seast snorth sup covassumed0 covassumed0 covassumed0 name type
83.71583 42.82907 2.86295 8.05912 1.31997 0.15002 0.21433 0.74992 0 0 0 xjby GNSS
81.59530 28.11717 7.90201 36.26724 -1.11861 0.25291 0.33184 0.41887 0 0 0 npgj GNSS
85.31408 28.20700 8.27421 28.15021 4.27987 0.06047 0.18177 0.27344 0 0 0 chlm GNSS
86.59703 26.99097 8.46305 35.13394 -1.18015 0.27889 0.36825 0.46555 0 0 0 rmte GNSS
23.26823 41.55107 0.03048 -3.46396 0.27566 0.09823 0.13389 0.11093 0 0 0 sand GNSS
22.99935 38.65306 -11.64582 -19.48256 -0.46789 0.09139 0.15774 0.39802 0 0 0 atal GNSS
23.60273 38.46562 -13.85857 -23.12956 0.28166 0.17414 0.12733 0.21639 0 0 0 halk GNSS
22.11048 37.03388 -20.31019 -27.27531 -0.38379 0.13856 0.19523 0.19211 0 0 0 kalm GNSS
22.01439 39.56474 -2.90007 -8.28518 -0.33042 0.19513 0.05493 0.28981 0 0 0 klok GNSS
22.61787 37.97231 -16.42620 -26.65135 0.49006 0.37509 0.43823 0.37183 0 0 0 kryo GNSS
22.38791 39.61410 -2.94636 -9.38929 -0.30650 0.14274 0.11507 0.46997 0 0 0 larm GNSS
26.26517 39.24571 -19.53402 -13.58414 0.03865 0.07705 0.10133 0.25610 0 0 0 prkv GNSS
22.07274 38.36539 -16.04446 -15.02624 -2.02691 0.24059 0.33390 0.28739 0 0 0 triz GNSS
24.07060 35.53319 -16.75402 -25.90946 -0.35764 0.06058 0.19210 0.25861 0 0 0 tuc2 GNSS
20.87874 37.78091 -11.78457 -15.59288 0.16768 0.32710 0.34127 0.63918 0 0 0 zak_ GNSS
26.37395 38.30461 -19.72862 -22.17564 -1.30684 0.18416 0.20231 0.39075 0 0 0 cesm GNSS
51.33410 35.69728 -1.08243 11.62380 1.26126 0.18503 0.26049 0.11225 0 0 0 tehn GNSS
16.43500 40.38100 0.66727 4.38721 0.89692 0.07535 0.05632 0.18151 0 0 0 crac GNSS
17.06400 40.78900 0.72119 4.24259 0.04490 0.18810 0.09268 0.48647 0 0 0 noci GNSS
93.00300 39.28700 2.92408 6.06237 -1.11629 0.27239 0.19581 1.23752 0 0 0 g165 GNSS
31.97284 46.97280 -0.70564 -0.32756 0.24700 0.06453 0.03974 0.09375 0 0 0 mikl GNSS
100.26900 36.61800 8.40202 3.67168 -0.91073 0.07577 0.17543 0.53010 0 0 0 g090 GNSS
101.10900 36.44600 8.79949 3.22577 -0.86171 0.14673 0.12943 0.69000 0 0 0 g100 GNSS
4.66934 45.24114 0.24776 -0.02104 0.11675 0.04964 0.11212 0.25918 0 0 0 anay GNSS
7.76136 48.57910 -0.09829 -0.20864 -0.19781 0.06275 0.01903 0.14503 0 0 0 eost GNSS
9.83970 44.07329 0.08198 0.55018 -0.25355 0.05201 0.05065 0.08113 0 0 0 lasp GNSS
15.55400 38.20500 0.68515 3.71709 0.05642 0.11531 0.12383 0.09659 0 0 0 mess GNSS
7.92720 45.07394 0.38123 -0.00716 -0.30546 0.03835 0.03929 0.14758 0 0 0 monc GNSS
12.45001 43.93379 1.35731 3.41430 0.90542 0.09487 0.06527 0.21557 0 0 0 rsmn GNSS
16.08500 40.19000 0.15748 3.92369 1.02817 0.13110 0.11560 0.14676 0 0 0 schr GNSS
11.18435 44.63771 1.11059 2.37273 -5.73378 0.12892 0.26940 0.47901 0 0 0 sgip GNSS
39.77556 40.99471 -0.86124 2.58857 -0.12891 0.04256 0.09667 0.10987 0 0 0 trab GNSS
15.85891 47.92800 -0.03080 0.26711 -0.39060 0.07495 0.07333 0.50109 0 0 0 trf2 GNSS
14.23400 41.41500 0.04878 3.15412 0.72016 0.34728 0.64829 0.23603 0 0 0 vaga GNSS
29.90800 40.43800 -20.79838 -2.83956 -0.16000 1.12624 0.68877 0.82836 0 0 0 igaz GNSS
13.50200 43.60300 0.63474 3.65244 0.83786 0.16539 0.13684 0.33786 0 0 0 an01 GNSS
7.32559 45.73762 -0.11695 -0.26559 1.60656 0.10177 0.13463 0.32373 0 0 0 ao01 GNSS
12.43500 46.00800 -0.38019 1.61554 -0.13945 0.21169 0.30221 0.24771 0 0 0 canv GNSS
