lon lat veast_eu vnorth_eu vup seast snorth sup covassumed0 covassumed0 covassumed0 name type
85.31408 28.20700 37.09927 26.88524 4.27987 0.10840 0.11581 0.34190 0 0 0 chlm GNSS
86.59703 26.99097 37.19428 33.49785 -1.18015 0.28144 0.36190 0.46273 0 0 0 rmte GNSS
23.26823 41.55107 23.78792 10.59691 0.27566 0.11146 0.15490 0.29255 0 0 0 sand GNSS
22.99935 38.65306 12.49803 -5.38010 -0.46789 0.10383 0.31166 0.87932 0 0 0 atal GNSS
23.60273 38.46562 10.40267 -9.12084 0.28166 0.45923 0.29793 0.54578 0 0 0 halk GNSS
22.11048 37.03388 3.91524 -13.03760 -0.38379 0.26200 0.27160 0.72705 0 0 0 kalm GNSS
22.01439 39.56474 20.96048 5.96695 -0.33042 0.09961 0.06057 0.32575 0 0 0 klok GNSS
22.61787 37.97231 7.75208 -12.49042 0.49006 0.49806 0.26637 0.39964 0 0 0 kryo GNSS
22.38791 39.61410 20.96578 4.80657 -0.30650 0.15441 0.12478 0.36390 0 0 0 larm GNSS
26.26517 39.24571 5.02406 -0.00749 0.03865 0.20828 0.12621 0.25128 0 0 0 prkv GNSS
22.07274 38.36539 7.99704 -0.78287 -2.02691 0.32002 0.26228 0.31938 0 0 0 triz GNSS
24.07060 35.53319 7.93534 -11.97451 -0.35764 0.09305 0.13299 0.50549 0 0 0 tuc2 GNSS
20.87874 37.78091 12.15460 -1.17342 0.16768 0.40893 0.64322 0.83640 0 0 0 zak_ GNSS
26.37395 38.30461 4.96576 -8.61727 -1.30684 0.07727 0.47897 1.09407 0 0 0 cesm GNSS
51.33410 35.69728 26.71025 19.84675 1.26126 0.31485 0.24184 0.06781 0 0 0 tehn GNSS
16.43500 40.38100 23.48431 19.40640 0.89692 0.11035 0.05588 0.14882 0 0 0 crac GNSS
17.06400 40.78900 23.57421 19.18230 0.04490 0.22536 0.06904 0.31402 0 0 0 noci GNSS
93.00300 39.28700 31.67323 2.58920 -1.11629 0.41709 0.12604 1.25271 0 0 0 g165 GNSS
31.97284 46.97280 23.56520 12.22534 0.24700 0.06862 0.04275 0.14358 0 0 0 mikl GNSS
100.26900 36.61800 36.89300 -1.83150 -0.91073 0.16055 0.40744 0.11471 0 0 0 g090 GNSS
101.10900 36.44600 37.24617 -2.50701 -0.86171 0.60797 0.27951 0.69000 0 0 0 g100 GNSS
4.66934 45.24114 19.87021 16.14213 0.11675 0.14686 0.08208 0.14449 0 0 0 anay GNSS
7.76136 48.57910 19.31868 15.71823 -0.19781 0.06559 0.07837 0.43892 0 0 0 eost GNSS
9.83970 44.07329 20.98566 16.29209 -0.25355 0.10046 0.03117 0.30762 0 0 0 lasp GNSS
15.55400 38.20500 23.71863 18.84457 0.05642 0.05792 0.17828 0.10629 0 0 0 mess GNSS
7.92720 45.07394 20.68834 15.90572 -0.30546 0.04928 0.02994 0.23529 0 0 0 monc GNSS
12.45001 43.93379 22.78351 18.89461 0.90542 0.16264 0.11916 0.21382 0 0 0 rsmn GNSS
16.08500 40.19000 22.94832 18.98633 1.02817 0.13549 0.10323 0.15312 0 0 0 schr GNSS
11.18435 44.63771 22.14649 17.98393 -5.73378 0.12507 0.26929 0.48446 0 0 0 sgip GNSS
39.77556 40.99471 25.35428 13.54280 -0.12891 0.09320 0.19466 0.23324 0 0 0 trab GNSS
15.85891 47.92800 21.17592 15.35751 -0.39060 0.13642 0.14739 0.41676 0 0 0 trf2 GNSS
14.23400 41.41500 22.29992 18.43713 0.72016 0.34852 0.70020 0.08310 0 0 0 vaga GNSS
29.90800 40.43800 4.14242 10.09863 -0.16000 1.11939 0.56805 4.30016 0 0 0 igaz GNSS
13.50200 43.60300 22.32484 19.01821 0.83786 0.15936 0.15920 0.37181 0 0 0 an01 GNSS
7.32559 45.73762 19.91448 15.69740 1.60656 0.11201 0.08647 0.08524 0 0 0 ao01 GNSS
12.43500 46.00800 20.59235 17.09745 -0.13945 0.30328 0.34612 0.31198 0 0 0 canv GNSS
12.00299 42.95212 20.65334 17.36720 0.65222 0.17709 0.04836 0.41886 0 0 0 cipv GNSS
12.24794 43.46710 21.46567 17.41002 0.36931 0.12055 0.12012 0.18131 0 0 0 cit0 GNSS
13.62446 45.94298 20.48618 17.69792 -0.43600 0.08204 0.25587 0.41958 0 0 0 gori GNSS
11.26844 45.18400 20.81079 16.92760 -0.73008 0.10573 0.15218 0.42036 0 0 0 legn GNSS
9.13622 45.20298 20.47927 16.31007 -0.37085 0.12535 0.04526 0.28257 0 0 0 pavi GNSS
