lon lat veast_eu vnorth_eu vup_itrf14 seast snorth sup covassumed0 covassumed0 covassumed0 sta
105.59478 33.69739 34.16340 -9.92385 -1.76583 0.88609 0.91549 1.83624 0 0 0 h005
105.80644 35.96019 34.90900 -10.19814 1.16540 0.87591 0.97339 1.04207 0 0 0 g018
101.10885 36.44626 37.46493 -2.38428 -0.86171 0.89897 0.71105 0.76687 0 0 0 g100
13.78799 45.66057 21.19502 17.90781 -0.05968 0.77952 0.76753 0.98074 0 0 0 rtri
80.58168 28.75420 37.90756 35.15227 -2.23562 0.88867 0.94599 1.76878 0 0 0 dngd
83.60311 27.76703 36.90902 34.76854 0.64030 0.76761 0.79319 0.94929 0 0 0 kldn
87.39202 26.86631 39.41162 35.39800 -1.53310 0.85754 0.79757 1.28283 0 0 0 odre
86.55001 27.30540 37.67606 30.29568 2.08754 1.33623 1.38430 2.42396 0 0 0 rmjt
83.93604 28.26020 36.31134 31.02914 0.89746 0.85562 0.97477 2.16863 0 0 0 srnk
85.27887 27.80068 36.86434 32.77586 1.71639 2.35235 2.73887 8.74361 0 0 0 kkn4
116.22636 40.24992 29.78486 -11.37185 0.86828 0.92152 0.95021 0.78574 0 0 0 bjsh
105.75950 35.52670 34.61435 -8.69721 0.36900 0.64011 0.60976 0.58144 0 0 0 gsjn
100.81768 38.44109 33.04593 -3.11470 -0.04429 0.54756 0.58142 0.54007 0 0 0 gsml
100.00871 31.61680 46.57775 -9.65126 -0.43535 1.14129 1.09733 0.97732 0 0 0 scgz
103.53003 28.84141 34.71696 -8.93653 -1.30073 0.87900 0.90694 1.84874 0 0 0 scmb
101.74626 26.50348 35.39282 -18.54650 -0.59023 1.06772 0.89601 1.02838 0 0 0 scpz
113.18044 36.22570 31.82029 -11.07428 1.03454 0.80142 0.69728 1.22219 0 0 0 sxch
107.43716 37.77852 32.22704 -9.50526 0.08410 0.71720 0.82450 1.34353 0 0 0 yanc
103.23012 22.78332 33.77276 -8.95094 -2.02817 1.24262 1.01552 0.80322 0 0 0 ynjp
99.70614 27.82805 34.74036 -19.32037 -0.25413 0.98390 0.98243 2.29653 0 0 0 ynzd
106.68211 33.11765 33.42510 -10.18591 -0.56213 1.03204 0.83987 0.95738 0 0 0 snmx
99.39820 23.54102 25.68943 -10.92546 -0.25736 1.15749 0.96555 1.69548 0 0 0 yngm
79.62026 29.63808 34.72979 33.71019 0.73597 2.14650 1.81618 1.39393 0 0 0 gbpk
82.97673 41.72323 31.33551 10.60916 -1.55229 1.00136 1.05542 0.68881 0 0 0 xjkc
83.25702 43.39782 30.05066 7.25470 0.87302 0.84793 0.63724 0.92409 0 0 0 xjxy
85.53045 38.11869 28.58940 9.12496 -0.56237 0.54543 0.54805 0.86469 0 0 0 xjqm
82.87549 46.82374 28.49145 1.80019 0.62698 0.69394 0.65811 1.02453 0 0 0 xjtc
22.52047 40.27019 24.60956 6.16602 -1.24908 0.88110 0.90476 1.49959 0 0 0 kate
25.38094 37.09840 6.74681 -12.50999 -0.66032 1.19137 1.06422 1.28403 0 0 0 naxo
35.03627 30.03823 24.41490 20.63481 0.61821 0.80724 0.85765 0.69527 0 0 0 nrif
5.24531 50.68988 18.41200 15.79583 0.37465 0.93358 0.86733 1.78222 0 0 0 ware
3.39967 50.93371 17.50227 16.17522 -0.66010 0.85800 0.83814 0.87284 0 0 0 dent
6.76354 50.67413 18.36246 16.37573 -0.99340 0.83435 0.83585 1.02936 0 0 0 eusk
8.72994 50.21977 18.97093 15.84766 -0.26465 0.86191 0.84683 0.97055 0 0 0 klop
1.97305 42.47813 19.79975 16.29607 -0.02148 0.85049 0.85571 0.82315 0 0 0 lliv
22.29762 48.63197 21.91946 13.91974 0.27595 0.84769 0.84858 0.87652 0 0 0 uzhl
4.28898 46.95384 19.23787 16.02775 -0.72723 0.97141 0.96696 1.01786 0 0 0 autn
18.35319 49.68480 20.94349 14.93305 0.59774 0.87370 0.86161 0.82032 0 0 0 cfrm
9.09562 45.80216 20.24902 16.17146 0.21838 0.96167 0.98186 0.88405 0 0 0 como
28.84352 47.03037 22.52082 13.10374 0.33664 0.80522 0.95549 1.29748 0 0 0 igeo
14.28306 48.30978 20.80168 15.36036 0.51228 0.90718 0.90043 1.00718 0 0 0 linz
